person_id,full_name,first_name,last_name,title,standardized_title,seniority_level,department,company_name,company_domain,company_id,work_email,email_status,email_confidence_score,mail_provider,direct_phone,phone_extension,sources,created_at
per_5753c967-ae20-10c9-0742-6bf1d5e64b54,Luis Martínez,Luis,Martínez,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,CORPORATIVO MEXICANA S.A.S.,corporativomexican.com,mx_2e2a22c8-7712-d3d5-b6a5-170ef65e0b80,lmartínez@corporativomexican.com,VERIFIED,85,CUSTOM_SMTP,+527193382325,,DENUE,2026-09-06T14:49:28.032522+00:00
per_5b8f3f05-257f-89f1-d437-2921bc495308,Miguel Vega,Miguel,Vega,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,ENERGIA DE LAS AMERICAS S.C.,energiadelasameric.com,mx_62bd6f9c-bd13-5a17-0c67-7ab50dcfda6d,mvega@energiadelasameric.com,VERIFIED,85,CUSTOM_SMTP,+526092204155,,DENUE,2026-09-06T14:49:28.032522+00:00
per_fcd93ad0-aa52-0ffb-fee7-d56815e797ea,Andrea Garza,Andrea,Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,MANUFACTURA DE LAS AMERICAS S.A.S.,manufacturadelasam.mx,mx_7628c6a5-16ec-7af8-a280-bc7ae6dab75c,agarza@manufacturadelasam.mx,VERIFIED,85,CUSTOM_SMTP,+526818653974,,DENUE,2026-09-06T14:49:28.032522+00:00
per_e0ac5195-5937-67db-1b67-0183547fc8ee,Eduardo Mendoza,Eduardo,Mendoza,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,AUTOMOTRIZ CENTRAL S.C.,automotrizcentral6.com.mx,mx_266f748a-abab-7c16-94c0-40706025c1c8,emendoza@automotrizcentral6.com.mx,VERIFIED,85,CUSTOM_SMTP,+526096212579,,DENUE,2026-09-06T14:49:28.032522+00:00
per_832ab916-c0e9-229b-f2d9-14f52aee6100,Fernando Hernández,Fernando,Hernández,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,CORPORATIVO DEL NORTE S.A. DE C.V.,corporativodelnort.mx,mx_5f52c0c9-8748-ad64-4a28-751f562dd60d,fhernández@corporativodelnort.mx,VERIFIED,85,CUSTOM_SMTP,+524541496519,,DENUE,2026-09-06T14:49:28.032522+00:00
per_6738b52d-6840-073b-70d6-f22efa3d0e14,Sofia Valenzuela,Sofia,Valenzuela,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,AUTOMOTRIZ INDUSTRIAL S.C.,automotrizindustri.com.mx,mx_d819a9bc-a6f4-bebf-7bc8-109f8accadef,svalenzuela@automotrizindustri.com.mx,VERIFIED,85,CUSTOM_SMTP,+524247878543,,DENUE,2026-09-06T14:49:28.032522+00:00
per_6c3bfd44-1a75-0ab5-0acc-f93705fb84e1,Javier Vega,Javier,Vega,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,CONSTRUCCIONES INTEGRAL S.A.B. DE C.V.,construccionesinte.com.mx,mx_e44535f2-6d0a-845c-8857-abf96167a1d5,jvega@construccionesinte.com.mx,VERIFIED,85,CUSTOM_SMTP,+529571888569,,DENUE,2026-09-06T14:49:28.032522+00:00
per_03c51fce-dcc3-31f7-9522-2cabeb48a9fb,Mariana González,Mariana,González,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TRANSFORMADORA DEL CENTRO S.A.S.,transformadoradelc.mx,mx_d6cf71e6-c8dc-3848-32cf-ac772a116397,mgonzález@transformadoradelc.mx,VERIFIED,85,CUSTOM_SMTP,+529599094303,,DENUE,2026-09-06T14:49:28.032522+00:00
per_612bb22c-f4f1-b806-14cf-a7f0858baffc,David Garza,David,Garza,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,MANUFACTURA ESTRATEGICA S.A.S.,manufacturaestrate.com,mx_7f74f28f-948c-e80b-e725-1fca36025394,dgarza@manufacturaestrate.com,VERIFIED,85,CUSTOM_SMTP,+525398571562,,DENUE,2026-09-06T14:49:28.032522+00:00
per_61109bde-d48a-21ad-6936-8dc699c0f747,Luis Dominguez,Luis,Dominguez,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,FARMACEUTICA GLOBAL S.A.S.,farmaceuticaglobal.com,mx_7c42a788-02e0-420a-88ae-f1a579edde05,ldominguez@farmaceuticaglobal.com,VERIFIED,85,CUSTOM_SMTP,+525460062121,,DENUE,2026-09-06T14:49:28.032522+00:00
per_571a1985-ef1b-3f3f-c8c8-c912a65f0e87,Javier Villaseñor,Javier,Villaseñor,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,IMPORTADORA DEL CENTRO S.A.S.,importadoradelcent.com,mx_326d1e64-2f50-ea76-b370-cbe520a07cdf,jvillaseñor@importadoradelcent.com,VERIFIED,85,CUSTOM_SMTP,+527664467156,,DENUE,2026-09-06T14:49:28.032522+00:00
per_7f7e7926-7686-3662-47a6-fd8b8917f53d,Sofia López,Sofia,López,Socio Fundador,Founder,FOUNDER,EXECUTIVE,FARMACEUTICA DEL PACIFICO S.A. DE C.V.,farmaceuticadelpac.com.mx,mx_7906ba93-2fc8-f971-e466-78a92ee63c4d,slópez@farmaceuticadelpac.com.mx,VERIFIED,85,CUSTOM_SMTP,+525590018892,,DENUE,2026-09-06T14:49:28.032522+00:00
per_7a628810-f84f-2360-9553-eb6d4cb7e879,Javier Castro,Javier,Castro,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,EQUIPOS Y SISTEMAS INTEGRAL S.A.S.,equiposysistemasin.mx,mx_ac5a47f7-38a4-3844-85f8-dbee14e70b3f,jcastro@equiposysistemasin.mx,VERIFIED,85,CUSTOM_SMTP,+524173601373,,DENUE,2026-09-06T14:49:28.032522+00:00
per_dfac79c1-0fd7-a9eb-b87e-1ccc416c4063,Roberto Mendoza,Roberto,Mendoza,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,FARMACEUTICA DE LAS AMERICAS 81 S.A. DE C.V.,farmaceuticadelasa.com,mx_641500f8-6325-029f-0a9f-231c91f41e7c,rmendoza@farmaceuticadelasa.com,VERIFIED,85,CUSTOM_SMTP,+527938838393,,DENUE,2026-09-06T14:49:28.032522+00:00
per_62c93e5e-fa8e-3ba8-b769-aa7842279800,Eduardo Garza,Eduardo,Garza,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TRANSPORTES CENTRAL S.A.P.I. DE C.V.,transportescentral.mx,mx_51dd634a-18ab-6007-902c-a969f96ad979,egarza@transportescentral.mx,VERIFIED,85,CUSTOM_SMTP,+525572673592,,DENUE,2026-09-06T14:49:28.032522+00:00
per_6830726c-845a-b463-11fd-43be0e601abe,Eduardo Treviño,Eduardo,Treviño,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,METALURGICA LATINOAMERICANA S.A.S.,metalurgicalatinoa.com,mx_f7c747b8-be36-157e-bf74-44bac61a1902,etreviño@metalurgicalatinoa.com,VERIFIED,85,CUSTOM_SMTP,+523365848234,,DENUE,2026-09-06T14:49:28.032522+00:00
per_650ccf28-3eb4-424d-105c-df27a94b9249,Guillermo Navarro,Guillermo,Navarro,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,CONSULTORES LATINOAMERICANA 61 S.A.B. DE C.V.,consultoreslatinoa.mx,mx_b6987d8c-563d-1048-2ee3-e95bd875caa7,gnavarro@consultoreslatinoa.mx,VERIFIED,85,CUSTOM_SMTP,+525798730134,,DENUE,2026-09-06T14:49:28.032522+00:00
per_382d85e3-fea0-0f17-7635-7edaadc48cd6,Alejandro Alarcón,Alejandro,Alarcón,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,PROVEEDORA INTERNACIONAL S.A.P.I. DE C.V.,proveedorainternac.com,mx_ab9f5d92-2c5d-cec0-cbbf-eb6065398f4b,aalarcón@proveedorainternac.com,VERIFIED,85,CUSTOM_SMTP,+526248051514,,DENUE,2026-09-06T14:49:28.032522+00:00
per_24b510f8-2b1f-0baa-edb3-8b6d428b6f0b,Sofia Martínez,Sofia,Martínez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,IMPORTADORA EMPRESARIAL S.A.B. DE C.V.,importadoraempresa.com.mx,mx_2fe7021a-ba86-4979-966a-cb8a498e257e,smartínez@importadoraempresa.com.mx,VERIFIED,85,CUSTOM_SMTP,+524873562397,,DENUE,2026-09-06T14:49:28.032522+00:00
per_11c13a9a-5762-b118-1215-ddbb6270159e,Mariana Valenzuela,Mariana,Valenzuela,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,PROVEEDORA AVANZADA S.C.,proveedoraavanzada.com.mx,mx_f06714cd-5067-d25d-9cdc-25fb5e2f5def,mvalenzuela@proveedoraavanzada.com.mx,VERIFIED,85,CUSTOM_SMTP,+526079072061,,DENUE,2026-09-06T14:49:28.032522+00:00
per_1ba7b648-5ee7-c206-605f-9940a3cb72be,Jorge Morales,Jorge,Morales,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,PROVEEDORA AVANZADA S. DE R.L. DE C.V.,proveedoraavanzada.com,mx_631e4446-b44b-c3de-d226-6691ebbe7fc1,jmorales@proveedoraavanzada.com,VERIFIED,85,CUSTOM_SMTP,+529554103964,,DENUE,2026-09-06T14:49:28.032522+00:00
per_7d5c0845-426f-a0fc-b0ce-e05622dcfeac,Patricia Vega,Patricia,Vega,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,FARMACEUTICA DE LAS AMERICAS S. DE R.L. DE C.V.,farmaceuticadelasa.com.mx,mx_176e9448-79c9-ffec-b233-bb7c3619b0ec,pvega@farmaceuticadelasa.com.mx,VERIFIED,85,CUSTOM_SMTP,+528923395236,,DENUE,2026-09-06T14:49:28.032522+00:00
per_75a85034-81f1-d184-3560-bd81637d4abc,Claudia Martínez,Claudia,Martínez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,METALURGICA DEL BAJIO S.A.P.I. DE C.V.,metalurgicadelbaji.com.mx,mx_8ef46909-17c7-0d95-bba7-ffa9a7d26acd,cmartínez@metalurgicadelbaji.com.mx,VERIFIED,85,CUSTOM_SMTP,+528191810889,,DENUE,2026-09-06T14:49:28.032522+00:00
per_53036d59-b7a3-e508-6e4a-7952e83c0f80,Alejandro Navarro,Alejandro,Navarro,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,METALURGICA DEL CENTRO S.A.S.,metalurgicadelcent.com,mx_660e0004-3bfa-e3ae-b553-a338ec1ca588,anavarro@metalurgicadelcent.com,VERIFIED,85,CUSTOM_SMTP,+528841968173,,DENUE,2026-09-06T14:49:28.032522+00:00
per_d422ea44-935a-7764-acac-9af98214588f,Patricia Vega,Patricia,Vega,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,DESARROLLOS ESPECIALIZADA S. DE R.L. DE C.V.,desarrollosespecia.com.mx,mx_66ca313f-9436-c365-41ea-36f7096682f9,pvega@desarrollosespecia.com.mx,VERIFIED,85,CUSTOM_SMTP,+524923742802,,DENUE,2026-09-06T14:49:28.032522+00:00
per_d5cd51f0-4b5f-acf9-537d-3b8028e7bf80,Claudia González,Claudia,González,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,PLASTICOS INDUSTRIAL S.A.S.,plasticosindustria.com.mx,mx_a4248545-d561-3647-71bc-aebbfe9fb049,cgonzález@plasticosindustria.com.mx,VERIFIED,85,CUSTOM_SMTP,+526319193932,,DENUE,2026-09-06T14:49:28.032522+00:00
per_3ce5259a-cfbb-0848-0db2-70e3a18be1d4,Andrea Valenzuela,Andrea,Valenzuela,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,PLASTICOS ESTRATEGICA S.A.B. DE C.V.,plasticosestrategi.com.mx,mx_132b6b3e-1359-d096-f7be-a62f0ca8554a,avalenzuela@plasticosestrategi.com.mx,VERIFIED,85,CUSTOM_SMTP,+526363312365,,DENUE,2026-09-06T14:49:28.032522+00:00
per_ee57b134-8faf-e6af-29ce-e13bc852277b,Fernando Benítez,Fernando,Benítez,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,EMPAQUES LATINOAMERICANA S.A. DE C.V.,empaqueslatinoamer.mx,mx_8114b39d-5982-d3e6-1b89-0208f4ada8db,fbenítez@empaqueslatinoamer.mx,VERIFIED,85,CUSTOM_SMTP,+528222423840,,DENUE,2026-09-06T14:49:28.032522+00:00
per_a6ea98ec-d05b-6c46-c2f0-66aa2e2a88b4,Eduardo Ruiz,Eduardo,Ruiz,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,QUIMICA INTERNACIONAL S.A.P.I. DE C.V.,quimicainternacion.com,mx_923558d3-0786-cd7a-4567-24c5f34d2340,eruiz@quimicainternacion.com,VERIFIED,85,CUSTOM_SMTP,+527473636970,,DENUE,2026-09-06T14:49:28.032522+00:00
per_d56a0a8c-2783-d362-9b8a-ad3c274f99c1,Jorge Hernández,Jorge,Hernández,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,CONSULTORES DEL NORTE S.A.P.I. DE C.V.,consultoresdelnort.com.mx,mx_459275ab-7b81-b981-62e7-20ec83b0d251,jhernández@consultoresdelnort.com.mx,VERIFIED,85,CUSTOM_SMTP,+526251919209,,DENUE,2026-09-06T14:49:28.032522+00:00
per_40804739-9475-4b9b-2eb1-debbe4f1baf8,Andrea Martínez,Andrea,Martínez,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,SERVICIOS INTEGRALES GLOBAL S. DE R.L. DE C.V.,serviciosintegrale.mx,mx_f041d883-1fa6-7f3c-aaac-57a75ae91841,amartínez@serviciosintegrale.mx,VERIFIED,85,CUSTOM_SMTP,+527487044943,,DENUE,2026-09-06T14:49:28.032522+00:00
per_10a543cf-8b18-a1a2-a24f-46be51ddeebe,Roberto Benítez,Roberto,Benítez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,SERVICIOS INTEGRALES GLOBAL S. DE R.L. DE C.V.,serviciosintegrale.mx,mx_f041d883-1fa6-7f3c-aaac-57a75ae91841,rbenítez@serviciosintegrale.mx,VERIFIED,85,CUSTOM_SMTP,+524948744309,,DENUE,2026-09-06T14:49:28.032522+00:00
per_f3b059fc-37de-e8a2-6847-5bbaf3190ca8,Luis Treviño,Luis,Treviño,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,SERVICIOS INTEGRALES DE LAS AMERICAS S.C.,serviciosintegrale.com,mx_0c430d5b-cd9a-9bc4-0636-a168a52df12a,ltreviño@serviciosintegrale.com,VERIFIED,85,CUSTOM_SMTP,+524170220851,,DENUE,2026-09-06T14:49:28.032522+00:00
per_cdcca6cd-57f7-66f1-4d91-5b3a428a9ad3,David Ruiz,David,Ruiz,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TRANSPORTES ESPECIALIZADA S.A.S.,transportesespecia.mx,mx_27d09e22-bee3-6436-c0fa-6b0f5d0f4e5e,druiz@transportesespecia.mx,VERIFIED,85,CUSTOM_SMTP,+529899024195,,DENUE,2026-09-06T14:49:28.032522+00:00
per_8d18e0b4-4a70-1d6f-f302-44061d4032b6,Claudia Hernández,Claudia,Hernández,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,TRANSPORTES ESPECIALIZADA S.A.S.,transportesespecia.mx,mx_27d09e22-bee3-6436-c0fa-6b0f5d0f4e5e,chernández@transportesespecia.mx,VERIFIED,85,CUSTOM_SMTP,+527532305419,,DENUE,2026-09-06T14:49:28.032522+00:00
per_f748e5d3-1916-870a-c926-0a33633a183e,Hector Ruiz,Hector,Ruiz,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TRANSPORTES ESPECIALIZADA 27 S.A. DE C.V.,transportesespecia.com.mx,mx_fe53abcc-1803-ed0f-3e11-545fda384cca,hruiz@transportesespecia.com.mx,VERIFIED,85,CUSTOM_SMTP,+527732717030,,DENUE,2026-09-06T14:49:28.032522+00:00
per_047ea6aa-b624-177e-e139-d9e60e08885e,Eduardo García,Eduardo,García,Socio Fundador,Founder,FOUNDER,EXECUTIVE,CONSULTORES MODERNA S.A.B. DE C.V.,consultoresmoderna.com,mx_2546c218-f755-7b26-0986-6d2a3d0f39db,egarcía@consultoresmoderna.com,VERIFIED,85,CUSTOM_SMTP,+528179409627,,DENUE,2026-09-06T14:49:28.032522+00:00
per_888a110b-dddb-aec2-d790-ae7e0f4fe2a0,Eduardo Navarro,Eduardo,Navarro,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,COMERCIALIZADORA NACIONAL S.A.S.,comercializadorana.com.mx,mx_d6861158-9f99-b617-f3b9-b7d1d8e50979,enavarro@comercializadorana.com.mx,VERIFIED,85,CUSTOM_SMTP,+528637612283,,DENUE,2026-09-06T14:49:28.032522+00:00
per_84772bea-629a-70aa-febf-74a482326987,Alejandro González,Alejandro,González,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,IMPORTADORA INTERNACIONAL S.A.S.,importadorainterna.mx,mx_fc32a989-944b-55c5-3eb2-2304ecf53d5d,agonzález@importadorainterna.mx,VERIFIED,85,CUSTOM_SMTP,+525768865540,,DENUE,2026-09-06T14:49:28.032522+00:00
per_5bf1e055-ea0a-597c-279f-77c1e86052f5,Miguel Morales,Miguel,Morales,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,TECNOLOGIA INTEGRAL S.A.S.,tecnologiaintegral.com,mx_eadd100a-f158-14a8-89f2-b62232d27321,mmorales@tecnologiaintegral.com,VERIFIED,85,CUSTOM_SMTP,+527375835077,,DENUE,2026-09-06T14:49:28.032522+00:00
per_b01e78e7-6a48-fc58-8210-2fbf2e69a723,Eduardo Hernández,Eduardo,Hernández,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,AUTOMOTRIZ DE LAS AMERICAS S.A. DE C.V.,automotrizdelasame.com,mx_7bdce5e8-17d9-13d9-51a5-0d8069f326d7,ehernández@automotrizdelasame.com,VERIFIED,85,CUSTOM_SMTP,+524994840901,,DENUE,2026-09-06T14:49:28.032522+00:00
per_a52929bf-9841-b9aa-c3f0-918518f5eacb,Eduardo Ruiz,Eduardo,Ruiz,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,MANUFACTURA NACIONAL S. DE R.L. DE C.V.,manufacturanaciona.mx,mx_b02907f9-9e95-591d-b704-77038f681d61,eruiz@manufacturanaciona.mx,VERIFIED,85,CUSTOM_SMTP,+524429528959,,DENUE,2026-09-06T14:49:28.032522+00:00
per_bf48c708-2b3c-19eb-94a0-5c95a465c960,Roberto Ruiz,Roberto,Ruiz,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TRANSPORTES NACIONAL S. DE R.L. DE C.V.,transportesnaciona.com.mx,mx_f7139336-6ff6-fe57-ba82-dd7fafcb7341,rruiz@transportesnaciona.com.mx,VERIFIED,85,CUSTOM_SMTP,+527443921767,,DENUE,2026-09-06T14:49:28.032522+00:00
per_8ccba08a-7da2-b819-9f85-9dc1c1ba95ba,Sofia Ruiz,Sofia,Ruiz,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,DESARROLLOS DEL CENTRO S.C.,desarrollosdelcent.com.mx,mx_aafd66d1-b095-b48b-37de-135f812b17ec,sruiz@desarrollosdelcent.com.mx,VERIFIED,85,CUSTOM_SMTP,+524883209476,,DENUE,2026-09-06T14:49:28.032522+00:00
per_27c71253-5bf9-4d1c-1cc2-e1fea7a97ebb,Gabriel Navarro,Gabriel,Navarro,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,IMPORTADORA DEL NORTE 69 S.A.P.I. DE C.V.,importadoradelnort.com.mx,mx_f4d5e3f3-1683-5456-d5ff-10f5ca637b80,gnavarro@importadoradelnort.com.mx,VERIFIED,85,CUSTOM_SMTP,+527716757151,,DENUE,2026-09-06T14:49:28.032522+00:00
per_d02acc73-e51b-6323-e0a3-ff2e6c3d1a03,Rodrigo Castro,Rodrigo,Castro,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,IMPORTADORA DEL NORTE S.A.S.,importadoradelnort.com,mx_2e7366f3-e4de-b951-9b62-da98264a1e27,rcastro@importadoradelnort.com,VERIFIED,85,CUSTOM_SMTP,+529051976404,,DENUE,2026-09-06T14:49:28.032522+00:00
per_a1a21793-024f-57e4-d6b3-2ec23e249ac7,David Alarcón,David,Alarcón,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,FARMACEUTICA DINAMICA S.A.S.,farmaceuticadinami.mx,mx_feefaedc-1177-55e6-327d-643ef0a82ac3,dalarcón@farmaceuticadinami.mx,VERIFIED,85,CUSTOM_SMTP,+527821836856,,DENUE,2026-09-06T14:49:28.032522+00:00
per_ebe1aebc-b08b-a987-df37-c2d8243a49b2,David Morales,David,Morales,Socio Fundador,Founder,FOUNDER,EXECUTIVE,IMPORTADORA DE OCCIDENTE S.C.,importadoradeoccid.com.mx,mx_557eabc7-3012-359c-ab1d-ff5fcf1d00f4,dmorales@importadoradeoccid.com.mx,VERIFIED,85,CUSTOM_SMTP,+527916468417,,DENUE,2026-09-06T14:49:28.032522+00:00
per_ec937390-f8da-ff39-f50a-3a3e9e36d59d,Javier Valenzuela,Javier,Valenzuela,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,ENERGIA MODERNA S.A. DE C.V.,energiamoderna.com,mx_da86e9f1-4213-63f3-0739-4c6af458258e,jvalenzuela@energiamoderna.com,VERIFIED,85,CUSTOM_SMTP,+528727449966,,DENUE,2026-09-06T14:49:28.032522+00:00
per_13e60547-f15e-f1d0-982a-c7dc8ca305df,Andrea Navarro,Andrea,Navarro,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,CONSTRUCCIONES ESTRATEGICA S.A.P.I. DE C.V.,construccionesestr.com.mx,mx_3fd50aeb-d401-d64d-86ff-5473ba04f73c,anavarro@construccionesestr.com.mx,VERIFIED,85,CUSTOM_SMTP,+526758826512,,DENUE,2026-09-06T14:49:28.032522+00:00
per_5d55ff86-cd70-b0f9-899c-79d37c01d03d,Gabriel González,Gabriel,González,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,IMPORTADORA INTERNACIONAL S.C.,importadorainterna.mx,mx_18cb78c6-eb6a-5750-d995-f5615dcf187b,ggonzález@importadorainterna.mx,VERIFIED,85,CUSTOM_SMTP,+523353537030,,DENUE,2026-09-06T14:49:28.032522+00:00
per_948d02a0-bd33-696c-4e3d-f075995dbe3f,Daniel Morales,Daniel,Morales,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,DESARROLLOS DINAMICA S.A. DE C.V.,desarrollosdinamic.com.mx,mx_675c3fa0-d894-4ead-3fff-53e915a2fcdf,dmorales@desarrollosdinamic.com.mx,VERIFIED,85,CUSTOM_SMTP,+526546089911,,DENUE,2026-09-06T14:49:28.032522+00:00
per_97c5e50c-34b0-ff33-2ae5-2f47047d67f6,Hector Valenzuela,Hector,Valenzuela,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,EMPAQUES MEXICANA S.C.,empaquesmexicana.mx,mx_160a9260-9546-06cb-80bf-5025255933b7,hvalenzuela@empaquesmexicana.mx,VERIFIED,85,CUSTOM_SMTP,+527775552773,,DENUE,2026-09-06T14:49:28.032522+00:00
per_5ad52ab4-6707-f1e1-453a-90cdb235dfb2,Sofia Alarcón,Sofia,Alarcón,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,INNOVACION AVANZADA S.A.S.,innovacionavanzada.mx,mx_e7fa2654-36d3-e014-dd79-fd9d1f5962e3,salarcón@innovacionavanzada.mx,VERIFIED,85,CUSTOM_SMTP,+524712257644,,DENUE,2026-09-06T14:49:28.032522+00:00
per_7bd5fd44-8568-083f-543c-2ef3efdf6b27,Carlos Valenzuela,Carlos,Valenzuela,Socio Fundador,Founder,FOUNDER,EXECUTIVE,LOGISTICA ESTRATEGICA S.A.P.I. DE C.V.,logisticaestrategi.com.mx,mx_a7c9fd0a-d11c-e913-f8a7-9494e56867cb,cvalenzuela@logisticaestrategi.com.mx,VERIFIED,85,CUSTOM_SMTP,+523345693802,,DENUE,2026-09-06T14:49:28.032522+00:00
per_443815bc-a673-2493-54d7-38ea9bbbba2e,Eduardo Villaseñor,Eduardo,Villaseñor,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,ENERGIA GLOBAL S.A. DE C.V.,energiaglobal.com.mx,mx_0f5014d7-2004-a7b5-fdd9-cdbd3e541a14,evillaseñor@energiaglobal.com.mx,VERIFIED,85,CUSTOM_SMTP,+529990915086,,DENUE,2026-09-06T14:49:28.032522+00:00
per_6e2d3a20-1c10-46f8-d16b-bcff2525feb9,Jorge García,Jorge,García,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,AUTOMOTRIZ GLOBAL 52 S.A.P.I. DE C.V.,automotrizglobal91.com.mx,mx_94ae3a7c-4221-11c3-0d91-3c4dec43840d,jgarcía@automotrizglobal91.com.mx,VERIFIED,85,CUSTOM_SMTP,+527212839177,,DENUE,2026-09-06T14:49:28.032522+00:00
per_cd937410-6a2e-1dbc-9e95-5ab4355d6a91,Eduardo Benítez,Eduardo,Benítez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,COMERCIALIZADORA DE LAS AMERICAS 29 S. DE R.L. DE C.V.,comercializadorade.mx,mx_9a862cfd-deec-4a61-591b-d9c4d2323b14,ebenítez@comercializadorade.mx,VERIFIED,85,CUSTOM_SMTP,+523382036979,,DENUE,2026-09-06T14:49:28.032522+00:00
per_966ddd0f-f411-2bb5-09d2-b88a01d6a3ed,Javier Navarro,Javier,Navarro,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,FARMACEUTICA LATINOAMERICANA S.A. DE C.V.,farmaceuticalatino.com,mx_7b1a6eac-d291-47aa-e3f7-309eb41a644e,jnavarro@farmaceuticalatino.com,VERIFIED,85,CUSTOM_SMTP,+526054062699,,DENUE,2026-09-06T14:49:28.032522+00:00
per_1c35f74e-f346-55eb-6552-a84e7655f221,Miguel Dominguez,Miguel,Dominguez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,AUTOMOTRIZ EMPRESARIAL S.A.P.I. DE C.V.,automotrizempresar.com.mx,mx_1d602ecc-e9f1-0637-a04e-e73abb911e7c,mdominguez@automotrizempresar.com.mx,VERIFIED,85,CUSTOM_SMTP,+527366873022,,DENUE,2026-09-06T14:49:28.032522+00:00
per_02f09c56-1c7e-dc74-0e11-82e8d37e8d2a,Carlos García,Carlos,García,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,TECNOLOGIA DEL PACIFICO S.A.S.,tecnologiadelpacif.com.mx,mx_bba1b23e-a778-21ed-9ba6-359da69a949c,cgarcía@tecnologiadelpacif.com.mx,VERIFIED,85,CUSTOM_SMTP,+527773949642,,DENUE,2026-09-06T14:49:28.032522+00:00
