id,clee,nom_estab,raz_soc,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,numero_ext,numero_int,nomb_asent,cod_postal,cve_ent,entidad,cve_mun,municipio,telefono,correoelec,sitio_web,latitud,longitud,fecha_alta,rfc,representante_legal,cargo_representante,correo_directo,telefono_directo
535,2432610000535,DISTRIBUIDORA INTEGRAL,DISTRIBUIDORA INTEGRAL S.C.,3261,Fabricación de productos de plástico y polímeros para empaque,51 a 100 personas,Calzada,Morones Prieto,3393,,San Rafael,24936,24,San Luis Potosí,009,Soledad de Graciano Sánchez,7294514703,contacto@distribuidorainteg.com,https://www.distribuidorainteg.com,24.884644,-100.716116,2024-01-15,DII101222VXD,David Valenzuela,Director General,dvalenzuela@distribuidorainteg.com,+527277746714
536,1733230000536,DESARROLLOS DINAMICA,DESARROLLOS DINAMICA S. DE R.L. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,251 y más personas,Boulevard,Félix U. Gómez,2778,,Santa Fe,17335,17,Morelos,013,Cuernavaca,4856932141,contacto@desarrollosdinamic.mx,https://www.desarrollosdinamic.mx,15.985079,-96.567016,2024-01-15,DED020410FQR,Alejandro Villaseñor,Director General,avillaseñor@desarrollosdinamic.mx,+524830308865
537,1948410000537,TRANSPORTES DEL BAJIO,TRANSPORTES DEL BAJIO S.A.S.,4841,Transporte de carga general y logística multimodal,251 y más personas,Av.,Paseo Cuauhnáhuac,2582,,Parque Industrial FINSA,19468,19,Nuevo León,020,Guadalupe,8179307261,contacto@transportesdelbaji.mx,https://www.transportesdelbaji.mx,25.352173,-95.986064,2024-01-15,TRD081025FNP,Andrea López,Director de Finanzas,alópez@transportesdelbaji.mx,+528143109173
538,0554160000538,EMPAQUES ESTRATEGICA,EMPAQUES ESTRATEGICA S.A.S.,5416,Servicios de consultoría en administración y gestión empresarial,51 a 100 personas,Circuito,Paseo Cuauhnáhuac,2627,,Jardines del Bosque,05320,05,Coahuila,003,Saltillo,9853092137,contacto@empaquesestrategic.mx,https://www.empaquesestrategic.mx,20.464252,-100.952151,2024-01-15,EME031206CTK,Adriana Treviño,Director de Finanzas,atreviño@empaquesestrategic.mx,+529818616809
539,1954160000539,TRANSFORMADORA DE LAS AMERICAS,TRANSFORMADORA DE LAS AMERICAS S.A.S.,5416,Servicios de consultoría en administración y gestión empresarial,101 a 250 personas,Carretera,Industria Militar,1873,Piso 2,Parque Industrial FINSA,19444,19,Nuevo León,001,Apodaca,8146547503,contacto@transformadoradela.com.mx,https://www.transformadoradela.com.mx,21.658657,-95.793948,2024-01-15,TRD970515DNB,Adriana Dominguez,Director de Tecnología,adominguez@transformadoradela.com.mx,+528150872986
540,1123820000540,QUIMICA DINAMICA,QUIMICA DINAMICA S.A.P.I. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,6 a 10 personas,Circuito,5 de Mayo,3061,,Zona Industrial,11711,11,Guanajuato,018,Silao,9624370508,contacto@quimicadinamica.com,https://www.quimicadinamica.com,21.328188,-103.175524,2024-01-15,QUD161114VBP,Mariana Salinas,Director General,msalinas@quimicadinamica.com,+529699412998
541,0554150000541,GRUPO INDUSTRIAL DEL BAJIO 2,GRUPO INDUSTRIAL DEL BAJIO 2 S.C.,5415,Desarrollo de software y servicios de tecnología de información,6 a 10 personas,Boulevard,Morones Prieto,3412,,Parque Industrial CIVAC,05498,05,Coahuila,018,Ramos Arizpe,8835398988,contacto@grupoindustrialdel.com,https://www.grupoindustrialdel.com,23.671035,-97.304051,2024-01-15,GRD170912HUQ,Miguel Martínez,Director de Tecnología,mmartínez@grupoindustrialdel.com,+528840865845
542,2246620000542,MANUFACTURA MEXICANA 88,MANUFACTURA MEXICANA 88 S.A.S.,4662,Comercio al por mayor de artículos de ferretería y herramientas,31 a 50 personas,Calzada,Benito Juárez,3188,,Roma Norte,22205,22,Querétaro,013,Corregidora,8748470382,contacto@manufacturamexican.com.mx,https://www.manufacturamexican.com.mx,24.712271,-98.45605,2024-01-15,MAM120320TQ7,Andrea López,Director de Operaciones,alópez@manufacturamexican.com.mx,+528753498784
543,2533630000543,QUIMICA GLOBAL,QUIMICA GLOBAL S.A. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,101 a 250 personas,Carretera,Paseo Cuauhnáhuac,321,,Zona Industrial,25133,25,Sinaloa,007,Culiacán,7914047222,contacto@quimicaglobal.com,https://www.quimicaglobal.com,19.875974,-97.356157,2024-01-15,QUG03081681H,Eduardo Benítez,Director Comercial,ebenítez@quimicaglobal.com,+527918064394
544,1423820000544,EMPAQUES CENTRAL,EMPAQUES CENTRAL S.A.P.I. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,0 a 5 personas,Calle,Benito Juárez,2131,Piso 3,Zona Industrial,14927,14,Jalisco,019,Tlaquepaque,3372747930,contacto@empaquescentral99.com.mx,https://www.empaquescentral99.com.mx,23.864338,-95.811304,2024-01-15,EMC000325610,Eduardo Salinas,Socio Fundador,esalinas@empaquescentral99.com.mx,+523364822558
545,3054150000545,LOGISTICA INTEGRAL 26,LOGISTICA INTEGRAL 26 S. DE R.L. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,51 a 100 personas,Boulevard,Constitución,1610,,San Rafael,30217,30,Veracruz,007,Coatzacoalcos,5740454254,contacto@logisticaintegral3.com,https://www.logisticaintegral3.com,22.807441,-99.535173,2024-01-15,LOI211217YIB,Adriana García,Director de Finanzas,agarcía@logisticaintegral3.com,+525797367546
546,1733230000546,TRANSPORTES GLOBAL 67,TRANSPORTES GLOBAL 67 S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Carretera,Insurgentes Sur,1961,,Jardines del Bosque,17709,17,Morelos,017,Cuautla,7333746990,contacto@transportesglobal.com,https://www.transportesglobal.com,25.381565,-96.170762,2024-01-15,TRG130509I02,Patricia Martínez,Director Comercial,pmartínez@transportesglobal.com,+527391329309
547,2146590000547,FARMACEUTICA DEL NORTE,FARMACEUTICA DEL NORTE S. DE R.L. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,31 a 50 personas,Boulevard,Morones Prieto,2401,Piso 3,Santa Fe,21987,21,Puebla,004,San Pedro Cholula,8836641180,contacto@farmaceuticadelnor.mx,https://www.farmaceuticadelnor.mx,21.678582,-103.253095,2024-01-15,FAD161105RSR,Daniel Valenzuela,Director de Finanzas,dvalenzuela@farmaceuticadelnor.mx,+528884838650
548,0532610000548,QUIMICA DEL PACIFICO,QUIMICA DEL PACIFICO S.A.P.I. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,251 y más personas,Calle,Patriotismo,845,,Parque Industrial,05795,05,Coahuila,005,Saltillo,7952346353,contacto@quimicadelpacifico.com,https://www.quimicadelpacifico.com,22.078135,-95.599344,2024-01-15,QUD2112202D4,Carlos Dominguez,Director Comercial,cdominguez@quimicadelpacifico.com,+527931873109
549,2156160000549,TRANSFORMADORA DE OCCIDENTE,TRANSFORMADORA DE OCCIDENTE S.C.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",101 a 250 personas,Boulevard,Patriotismo,1305,Piso 4,Santa Fe,21262,21,Puebla,013,San Andrés Cholula,4247930468,contacto@transformadoradeoc.com.mx,https://www.transformadoradeoc.com.mx,17.716384,-103.126337,2024-01-15,TRD2104145QV,Gabriel Treviño,Director de Operaciones,gtreviño@transformadoradeoc.com.mx,+524293549477
550,2446590000550,EMPAQUES INTEGRAL,EMPAQUES INTEGRAL S.C.,4659,Comercio al por mayor de maquinaria y equipo industrial,0 a 5 personas,Calzada,Hidalgo,2412,Piso 3,Parque Industrial,24953,24,San Luis Potosí,010,San Luis Potosí,9098779950,contacto@empaquesintegral19.com,https://www.empaquesintegral19.com,24.342795,-104.361553,2024-01-15,EMI990314IWQ,Patricia López,Socio Fundador,plópez@empaquesintegral19.com,+529050055481
551,0832540000551,DESARROLLOS INTEGRAL,DESARROLLOS INTEGRAL S.A. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,251 y más personas,Calzada,5 de Mayo,1104,,Zona Industrial,08529,08,Chihuahua,018,Ciudad Juárez,5381107414,contacto@desarrollosintegra.com.mx,https://www.desarrollosintegra.com.mx,24.192339,-104.065663,2024-01-15,DEI0110045OD,Guillermo Benítez,Director de Finanzas,gbenítez@desarrollosintegra.com.mx,+525323961532
552,0254150000552,TECNOLOGIA ESPECIALIZADA,TECNOLOGIA ESPECIALIZADA S.A.P.I. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,0 a 5 personas,Circuito,5 de Mayo,402,,Roma Norte,02544,02,Baja California,019,Tijuana,7457891872,contacto@tecnologiaespecial.com.mx,https://www.tecnologiaespecial.com.mx,24.738516,-96.230373,2024-01-15,TEE10070252B,Andrea García,Director de Finanzas,agarcía@tecnologiaespecial.com.mx,+527435538923
553,2646620000553,FARMACEUTICA DEL CENTRO,FARMACEUTICA DEL CENTRO S.C.,4662,Comercio al por mayor de artículos de ferretería y herramientas,251 y más personas,Paseo,Manuel Ávila Camacho,3144,,San Rafael,26518,26,Sonora,016,Ciudad Obregón,6559602837,contacto@farmaceuticadelcen.com.mx,https://www.farmaceuticadelcen.com.mx,22.331235,-95.731311,2024-01-15,FAD080227AIY,Eduardo Alarcón,Directora de Recursos Humanos,ealarcón@farmaceuticadelcen.com.mx,+526557099387
554,2246590000554,CONSULTORES AVANZADA,CONSULTORES AVANZADA S.C.,4659,Comercio al por mayor de maquinaria y equipo industrial,101 a 250 personas,Av.,González Gallo,527,,San Rafael,22193,22,Querétaro,019,Querétaro,7660159764,contacto@consultoresavanzad.mx,https://www.consultoresavanzad.mx,20.236006,-101.213936,2024-01-15,COA011212HWB,Adriana García,Director de Tecnología,agarcía@consultoresavanzad.mx,+527661197615
555,2646620000555,EQUIPOS Y SISTEMAS EMPRESARIAL,EQUIPOS Y SISTEMAS EMPRESARIAL S.C.,4662,Comercio al por mayor de artículos de ferretería y herramientas,101 a 250 personas,Circuito,Félix U. Gómez,3514,,San Rafael,26267,26,Sonora,009,Guaymas,9722692469,contacto@equiposysistemasem.com.mx,https://www.equiposysistemasem.com.mx,18.260648,-104.591342,2024-01-15,EQE130928Z6K,Javier López,Director de Finanzas,jlópez@equiposysistemasem.com.mx,+529736075224
556,1956160000556,PROVEEDORA MODERNA,PROVEEDORA MODERNA S.A.B. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",31 a 50 personas,Carretera,Hidalgo,1027,,Polanco,19100,19,Nuevo León,019,San Nicolás de los Garza,8152061343,contacto@proveedoramoderna.com,https://www.proveedoramoderna.com,16.957961,-104.494969,2024-01-15,PRM000505QBC,Patricia García,Directora de Recursos Humanos,pgarcía@proveedoramoderna.com,+528111524115
557,1956160000557,TRANSFORMADORA MEXICANA,TRANSFORMADORA MEXICANA S. DE R.L. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",31 a 50 personas,Calle,González Gallo,2147,,Santa María la Ribera,19253,19,Nuevo León,003,Santa Catarina,8183993070,contacto@transformadoramexi.com.mx,https://www.transformadoramexi.com.mx,23.620039,-100.216923,2024-01-15,TRM140906HXG,Carlos Villaseñor,Director Comercial,cvillaseñor@transformadoramexi.com.mx,+528115407018
558,2832610000558,SOLUCIONES DEL BAJIO,SOLUCIONES DEL BAJIO S.A. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,251 y más personas,Av.,Cuauhtémoc,235,,Zona Industrial,28486,28,Tamaulipas,011,Matamoros,5421566799,contacto@solucionesdelbajio.com.mx,https://www.solucionesdelbajio.com.mx,16.361402,-99.109321,2024-01-15,SOD970513LKC,Gabriel Mendoza,Directora de Recursos Humanos,gmendoza@solucionesdelbajio.com.mx,+525482809602
559,2832540000559,SERVICIOS INTEGRALES ESTRATEGICA,SERVICIOS INTEGRALES ESTRATEGICA S.A.B. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,31 a 50 personas,Calzada,González Gallo,695,,Santa Fe,28683,28,Tamaulipas,004,Tampico,6199359509,contacto@serviciosintegrale.com.mx,https://www.serviciosintegrale.com.mx,19.006453,-100.6978,2024-01-15,SEE1106161AC,Luis Navarro,Director de Finanzas,lnavarro@serviciosintegrale.com.mx,+526149458885
560,0548410000560,CORPORATIVO MODERNA,CORPORATIVO MODERNA S.A. DE C.V.,4841,Transporte de carga general y logística multimodal,51 a 100 personas,Paseo,Patriotismo,576,,Polanco,05980,05,Coahuila,019,Torreón,5933558280,contacto@corporativomoderna.com,https://www.corporativomoderna.com,20.575617,-100.151304,2024-01-15,COM0605283X0,Fernando García,Director General,fgarcía@corporativomoderna.com,+525967044183
561,1732610000561,CONSTRUCCIONES EMPRESARIAL 61,CONSTRUCCIONES EMPRESARIAL 61 S. DE R.L. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,31 a 50 personas,Av.,González Gallo,4383,Piso 9,Del Valle,17412,17,Morelos,008,Temixco,9087703381,contacto@construccionesempr.mx,https://www.construccionesempr.mx,19.218884,-100.838113,2024-01-15,COE15082531D,Sofia Villaseñor,Director de Finanzas,svillaseñor@construccionesempr.mx,+529019669614
562,2223820000562,INNOVACION AVANZADA,INNOVACION AVANZADA S. DE R.L. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,31 a 50 personas,Circuito,Manuel Ávila Camacho,1528,,Jardines del Bosque,22620,22,Querétaro,007,San Juan del Río,4242693221,contacto@innovacionavanzada.com,https://www.innovacionavanzada.com,25.393095,-96.18647,2024-01-15,INA010709H6K,David Alarcón,Director de Tecnología,dalarcón@innovacionavanzada.com,+524288405498
563,2223820000563,FARMACEUTICA CENTRAL,FARMACEUTICA CENTRAL S.A.P.I. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,251 y más personas,Calle,Constitución,4206,,Parque Industrial CIVAC,22333,22,Querétaro,013,San Juan del Río,5179593120,contacto@farmaceuticacentra.com,https://www.farmaceuticacentra.com,16.283277,-103.36888,2024-01-15,FAC1201025MF,Javier Salinas,Directora de Recursos Humanos,jsalinas@farmaceuticacentra.com,+525141366572
564,2432540000564,PLASTICOS LATINOAMERICANA,PLASTICOS LATINOAMERICANA S. DE R.L. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,6 a 10 personas,Paseo,Paseo Cuauhnáhuac,4434,Piso 6,Parque Industrial FINSA,24189,24,San Luis Potosí,011,Soledad de Graciano Sánchez,6043178233,contacto@plasticoslatinoame.com.mx,https://www.plasticoslatinoame.com.mx,15.831248,-97.993658,2024-01-15,PLL1004081L7,Miguel Alarcón,Socio Fundador,malarcón@plasticoslatinoame.com.mx,+526023391927
565,1946590000565,SERVICIOS INTEGRALES MODERNA,SERVICIOS INTEGRALES MODERNA S.A.B. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,6 a 10 personas,Av.,González Gallo,3936,,Polanco,19831,19,Nuevo León,013,Guadalupe,8186973201,contacto@serviciosintegrale.mx,https://www.serviciosintegrale.mx,25.048959,-96.042893,2024-01-15,SEM1012189SP,Hector Morales,Director General,hmorales@serviciosintegrale.mx,+528110541565
566,0923820000566,INNOVACION DEL BAJIO,INNOVACION DEL BAJIO S. DE R.L. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,101 a 250 personas,Calzada,Hidalgo,2425,Piso 6,Polanco,09474,09,Ciudad de México,016,Benito Juárez,5592747700,contacto@innovaciondelbajio.mx,https://www.innovaciondelbajio.mx,16.986909,-102.207651,2024-01-15,IND030205W3X,Sofia Villaseñor,Director General,svillaseñor@innovaciondelbajio.mx,+525538815377
567,2633630000567,AUTOMOTRIZ LATINOAMERICANA,AUTOMOTRIZ LATINOAMERICANA S. DE R.L. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,101 a 250 personas,Calle,Félix U. Gómez,866,Piso 5,Parque Industrial,26722,26,Sonora,005,Nogales,5571310799,contacto@automotrizlatinoam.com,https://www.automotrizlatinoam.com,23.295382,-100.84505,2024-01-15,AUL020126EFE,Eduardo López,Director de Finanzas,elópez@automotrizlatinoam.com,+525594607293
568,2823820000568,PROVEEDORA DEL NORTE,PROVEEDORA DEL NORTE S.A. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,6 a 10 personas,Paseo,Universidad,1899,Piso 7,Centro,28695,28,Tamaulipas,011,Matamoros,7216239644,contacto@proveedoradelnorte.com.mx,https://www.proveedoradelnorte.com.mx,19.33387,-98.065025,2024-01-15,PRD97080285X,Guillermo López,Director Comercial,glópez@proveedoradelnorte.com.mx,+527265906582
569,1146620000569,PROVEEDORA ESPECIALIZADA,PROVEEDORA ESPECIALIZADA S.A. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,0 a 5 personas,Paseo,Cuauhtémoc,4209,Piso 5,Industrial Vallejo,11212,11,Guanajuato,002,León,6890624942,contacto@proveedoraespecial.com,https://www.proveedoraespecial.com,17.59959,-100.894728,2024-01-15,PRE000212B0V,Rodrigo López,Director General,rlópez@proveedoraespecial.com,+526864746345
570,0132610000570,PROVEEDORA DEL PACIFICO,PROVEEDORA DEL PACIFICO S. DE R.L. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,251 y más personas,Carretera,Cuauhtémoc,678,Piso 10,Parque Industrial CIVAC,01410,01,Aguascalientes,012,Calvillo,8452737765,contacto@proveedoradelpacif.mx,https://www.proveedoradelpacif.mx,23.871882,-98.764872,2024-01-15,PRD04101404D,Miguel Navarro,Director de Tecnología,mnavarro@proveedoradelpacif.mx,+528410035027
571,0546590000571,CONSTRUCCIONES DEL PACIFICO,CONSTRUCCIONES DEL PACIFICO S.A.P.I. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,6 a 10 personas,Carretera,Universidad,4266,,Centro,05268,05,Coahuila,016,Saltillo,5431950630,contacto@construccionesdelp.com,https://www.construccionesdelp.com,19.253529,-101.883134,2024-01-15,COD080106CZG,Fernando Vega,Director Comercial,fvega@construccionesdelp.com,+525487090809
572,1554150000572,IMPORTADORA DINAMICA,IMPORTADORA DINAMICA S. DE R.L. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,31 a 50 personas,Circuito,Reforma,3169,,San Rafael,15704,15,Estado de México,005,Huixquilucan,8376935729,contacto@importadoradinamic.mx,https://www.importadoradinamic.mx,17.379674,-99.435335,2024-01-15,IMD0704119GG,Hector Hernández,Director Comercial,hhernández@importadoradinamic.mx,+528381097640
573,1948410000573,CONSTRUCCIONES MODERNA,CONSTRUCCIONES MODERNA S.A. DE C.V.,4841,Transporte de carga general y logística multimodal,51 a 100 personas,Av.,Benito Juárez,4465,,Parque Industrial CIVAC,19254,19,Nuevo León,019,San Pedro Garza García,8110769183,contacto@construccionesmode.mx,https://www.construccionesmode.mx,18.067235,-98.798178,2024-01-15,COM111209YVY,Rodrigo González,Director de Tecnología,rgonzález@construccionesmode.mx,+528154574219
574,2546620000574,AUTOMOTRIZ MODERNA 58,AUTOMOTRIZ MODERNA 58 S. DE R.L. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,11 a 30 personas,Av.,Hidalgo,771,Piso 6,Parque Industrial Benito Juárez,25765,25,Sinaloa,016,Guasave,4860114376,contacto@automotrizmoderna.com.mx,https://www.automotrizmoderna.com.mx,18.895981,-96.53379,2024-01-15,AUM220708P5A,Gabriel Martínez,Director Comercial,gmartínez@automotrizmoderna.com.mx,+524864076722
575,0254160000575,INDUSTRIAS INTERNACIONAL,INDUSTRIAS INTERNACIONAL S.A.P.I. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,31 a 50 personas,Carretera,González Gallo,4352,,Del Valle,02171,02,Baja California,005,Mexicali,4325533409,contacto@industriasinternac.com,https://www.industriasinternac.com,18.580862,-103.762443,2024-01-15,INI090808A44,Gabriel Hernández,Director General,ghernández@industriasinternac.com,+524385815071
576,0123820000576,CORPORATIVO DEL CENTRO,CORPORATIVO DEL CENTRO S. DE R.L. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,0 a 5 personas,Av.,Paseo Cuauhnáhuac,109,Piso 3,San Rafael,01291,01,Aguascalientes,014,Jesús María,7287794636,contacto@corporativodelcent.com.mx,https://www.corporativodelcent.com.mx,22.252729,-103.982926,2024-01-15,COD040410THZ,Gabriel López,Director General,glópez@corporativodelcent.com.mx,+527276275834
577,3032510000577,MANUFACTURA ESPECIALIZADA,MANUFACTURA ESPECIALIZADA S.C.,3251,Fabricación de productos químicos básicos y resinas sintéticas,31 a 50 personas,Circuito,Revolución,489,,San Jerónimo,30907,30,Veracruz,004,Veracruz,7212004206,contacto@manufacturaespecia.com.mx,https://www.manufacturaespecia.com.mx,23.288581,-98.513181,2024-01-15,MAE020116J7L,Andrea Benítez,Directora de Recursos Humanos,abenítez@manufacturaespecia.com.mx,+527216634842
578,2632510000578,TRANSPORTES CENTRAL,TRANSPORTES CENTRAL S.C.,3251,Fabricación de productos químicos básicos y resinas sintéticas,31 a 50 personas,Av.,Cuauhtémoc,836,Piso 3,San Rafael,26868,26,Sonora,007,Hermosillo,4554100382,contacto@transportescentral.mx,https://www.transportescentral.mx,17.298071,-104.936477,2024-01-15,TRC200409IGQ,Gabriel Hernández,Socio Fundador,ghernández@transportescentral.mx,+524571201251
579,2232610000579,DISTRIBUIDORA CENTRAL,DISTRIBUIDORA CENTRAL S.C.,3261,Fabricación de productos de plástico y polímeros para empaque,51 a 100 personas,Circuito,Reforma,2109,Piso 5,Parque Industrial FINSA,22278,22,Querétaro,016,San Juan del Río,5413782928,contacto@distribuidoracentr.com.mx,https://www.distribuidoracentr.com.mx,17.633938,-97.301437,2024-01-15,DIC080418HFY,Hector Garza,Directora de Recursos Humanos,hgarza@distribuidoracentr.com.mx,+525424605418
580,0932540000580,QUIMICA INTEGRAL,QUIMICA INTEGRAL S.A.B. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,51 a 100 personas,Carretera,Reforma,98,,Santa María la Ribera,09310,09,Ciudad de México,006,Azcapotzalco,5530958432,contacto@quimicaintegral.com.mx,https://www.quimicaintegral.com.mx,24.460621,-95.481371,2024-01-15,QUI0203242WY,Gabriel Valenzuela,Director de Operaciones,gvalenzuela@quimicaintegral.com.mx,+525558751999
581,3046620000581,CONSULTORES AVANZADA 87,CONSULTORES AVANZADA 87 S. DE R.L. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,0 a 5 personas,Paseo,Industria Militar,3884,Piso 5,Jardines del Bosque,30584,30,Veracruz,004,Boca del Río,5247736521,contacto@consultoresavanzad.com.mx,https://www.consultoresavanzad.com.mx,23.741742,-97.232913,2024-01-15,COA980123BL5,Hector Castro,Director de Finanzas,hcastro@consultoresavanzad.com.mx,+525287315732
582,2154160000582,INDUSTRIAS DEL PACIFICO,INDUSTRIAS DEL PACIFICO S. DE R.L. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,101 a 250 personas,Calle,Cuauhtémoc,3292,Piso 1,Parque Industrial FINSA,21732,21,Puebla,008,San Pedro Cholula,5712981313,contacto@industriasdelpacif.com,https://www.industriasdelpacif.com,20.747062,-95.354288,2024-01-15,IND960620SGG,Eduardo Garza,Director de Operaciones,egarza@industriasdelpacif.com,+525746497365
583,2646620000583,PROVEEDORA AVANZADA,PROVEEDORA AVANZADA S.A. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,11 a 30 personas,Calzada,Patriotismo,4482,,Del Valle,26904,26,Sonora,018,Hermosillo,6975373453,contacto@proveedoraavanzada.mx,https://www.proveedoraavanzada.mx,18.23019,-96.133022,2024-01-15,PRA200912G9I,Carlos Benítez,Socio Fundador,cbenítez@proveedoraavanzada.mx,+526954352320
584,3146590000584,COMERCIALIZADORA EMPRESARIAL,COMERCIALIZADORA EMPRESARIAL S.A.S.,4659,Comercio al por mayor de maquinaria y equipo industrial,6 a 10 personas,Calle,Adolfo López Mateos,2885,,Jardines del Bosque,31730,31,Yucatán,015,Progreso,5711612579,contacto@comercializadoraem.com.mx,https://www.comercializadoraem.com.mx,17.802595,-104.992149,2024-01-15,COE0505247KS,Miguel Treviño,Director General,mtreviño@comercializadoraem.com.mx,+525744803278
585,0933630000585,DISTRIBUIDORA DE OCCIDENTE,DISTRIBUIDORA DE OCCIDENTE S.A. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,6 a 10 personas,Av.,Morones Prieto,2646,Piso 8,Parque Industrial FINSA,09169,09,Ciudad de México,009,Miguel Hidalgo,5597867483,contacto@distribuidoradeocc.com,https://www.distribuidoradeocc.com,22.850472,-101.499983,2024-01-15,DID060921TAQ,Patricia Castro,Director Comercial,pcastro@distribuidoradeocc.com,+525592985033
586,2254150000586,EQUIPOS Y SISTEMAS GLOBAL,EQUIPOS Y SISTEMAS GLOBAL S.C.,5415,Desarrollo de software y servicios de tecnología de información,101 a 250 personas,Calle,5 de Mayo,2569,,Del Valle,22610,22,Querétaro,005,Querétaro,5219779490,contacto@equiposysistemasgl.com.mx,https://www.equiposysistemasgl.com.mx,22.910818,-97.74778,2024-01-15,EQG97022868N,Eduardo Alarcón,Director General,ealarcón@equiposysistemasgl.com.mx,+525278098261
587,0932540000587,CORPORATIVO EMPRESARIAL,CORPORATIVO EMPRESARIAL S.A.S.,3254,Fabricación de productos farmacéuticos y medicamentos,11 a 30 personas,Carretera,5 de Mayo,98,,Parque Industrial,09865,09,Ciudad de México,011,Azcapotzalco,5579264655,contacto@corporativoempresa.mx,https://www.corporativoempresa.mx,17.637819,-101.981429,2024-01-15,COE950728WO2,Luis González,Socio Fundador,lgonzález@corporativoempresa.mx,+525512581602
588,2254150000588,INDUSTRIAS DEL NORTE 90,INDUSTRIAS DEL NORTE 90 S. DE R.L. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,51 a 100 personas,Calzada,Constitución,2885,,Industrial Vallejo,22613,22,Querétaro,013,Querétaro,9432002583,contacto@industriasdelnorte.com.mx,https://www.industriasdelnorte.com.mx,16.683365,-95.623178,2024-01-15,IND0506221PB,Andrea Valenzuela,Director Comercial,avalenzuela@industriasdelnorte.com.mx,+529442176295
589,1556160000589,DISTRIBUIDORA NACIONAL,DISTRIBUIDORA NACIONAL S.C.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",11 a 30 personas,Av.,Lázaro Cárdenas,28,,Santa Fe,15239,15,Estado de México,010,Naucalpan,7254384427,contacto@distribuidoranacio.mx,https://www.distribuidoranacio.mx,23.257661,-98.978371,2024-01-15,DIN140705NVS,Roberto Ruiz,Director de Finanzas,rruiz@distribuidoranacio.mx,+527239005686
590,0133230000590,METALURGICA ESPECIALIZADA,METALURGICA ESPECIALIZADA S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,31 a 50 personas,Circuito,Paseo Cuauhnáhuac,2540,,Jardines del Bosque,01494,01,Aguascalientes,006,Jesús María,4193552126,contacto@metalurgicaespecia.com,https://www.metalurgicaespecia.com,23.456953,-102.005486,2024-01-15,MEE1012099CY,Patricia Salinas,Director de Operaciones,psalinas@metalurgicaespecia.com,+524189730483
591,1423820000591,SOLUCIONES DE LAS AMERICAS,SOLUCIONES DE LAS AMERICAS S.C.,2382,Instalaciones eléctricas y electromecánicas en construcciones,51 a 100 personas,Av.,Industria Militar,3880,,Santa María la Ribera,14760,14,Jalisco,020,Tlaquepaque,3321727542,contacto@solucionesdelasame.mx,https://www.solucionesdelasame.mx,17.534425,-96.451985,2024-01-15,SOD070213BIQ,Roberto Garza,Director General,rgarza@solucionesdelasame.mx,+523321653571
